category,s1,s2,label,node_id,neighbour
Literature & Fiction," Jul ia Don alds on , a prize - winning author and the 2 0 1 1 - 1 3 UK Children ' s Laure ate , is known for her popular picture books like The Gru ff alo and What the Lady bird He ard . She also writes fiction , poems , plays , and songs . Her live children ' s shows are highly sought after . Clare Mel insky , a skilled l ino - cut artist , has illustrated books , magazines , and newspapers , including the Harry Potter covers for Bloom s bury . She resides in Scotland .", The Gru ff alo J igs aw Book ,0,46954,"[6062, 6071, 6098, 6735, 19437]"
"Activities, Crafts & Games"," B aby Professor offers a variety of educational subjects for kids , presented through appealing visuals . Their motto is ' Lear ning is Fun , so let ' s Make it Fun to Learn '. One such product is ' First Grade Pu zz les : Word Games , Pu zz les , and Ph on ics Fun ' ."," First Grade Pu zz les : Word Games , Pu zz les , and Ph on ics Fun ",6,69960,"[62214, 68671, 69250, 70790]"
Growing Up & Facts of Life," A seventh - grade student , Kevin , is bull ied by his older brother at home and bull ies his classmates at school . He creates cruel found poems from torn library books . When a former victim finds his journal , Kevin must find a way to make peace . The book features a strong anti - bul lying message and is suitable for classroom use during poetry units .", R h yme Sche mer ,2,52458,"[1427, 4129, 4266, 6829, 6905, 11041, 11923, 12341, 16627, 21391, 21637, 21778, 21815, 22621, 29298, 44448, 52653, 52766, 55013, 55053, 55120, 64117, 68679]"
Action & Adventure, Bu ilding a box fort is a fun and exciting activity that promises non - stop action and adventure . Children await the surprises that come with each step of the process ., The Big Box Fort ( F red die Fern ort ner Fear less First Gr ader ),10,72744,"[72735, 72736, 72738, 72740, 72743]"
Education & Reference," H oughton M if fl in English is a comprehensive English language learning program for students in Level 3 . It aims to improve their reading , writing , listening , and speaking skills ."," H oughton M if fl in English , Level 3 , Student Edition ",12,25233,"[461, 7922, 7928, 7944, 23033, 23042, 23051, 23052, 23179, 23205, 23227, 23326, 24878, 24899, 24922, 24926, 25184, 25245, 25327, 30120, 65673]"
"Activities, Crafts & Games"," Te ora publis hes children ' s books ., ", P ict ure SU D OK U 2 ,6,64678,"[9579, 9586, 9957, 20086, 20171, 21438, 28507, 31285, 31321, 35748, 40245, 40271, 42076, 42083, 48936, 49900, 54418, 58021, 62214, 64477, 64644, 64648, 64649, 64652, 64654, 64656, 64659, 64660, 64662, 64664, 64665, 64673, 64674, 64676, 64681, 64684, 64685, 65903, 65936, 65947, 67748, 67750, 67759, 67769, 68597, 70790, 74393, 76082, 76085, 76091]"
Growing Up & Facts of Life," E lis a Kle ven is a coll age artist and illustr ator based in Berkeley , California . She has worked on numerous picture books , including Ab uela and Sun Bread , which was recognized as a New York Times Best Illustr ated Children ' s Book . Her artwork can be found at www . el is ak le ven . com .", The Friend ship Wish ,2,20775,"[5524, 5604, 5943, 11972, 12393, 20839, 20952, 20976, 36478, 38230, 62697, 62703, 65387, 74859]"
Growing Up & Facts of Life," Here is a book titled ' Here Is the Baby ' that is loved by parents , grandparents , and caregivers for its dep iction of daily activities of a baby and his family . The story takes place in an urban area , with the baby spending time with his father while his sister is at school and his mother is at work . The book includes scenes like story time at the library , shopping trips , playground visits , meals , tea parties , bat ht ime , stories , songs , and bed time . The illustrations are warm and home y , with a palette inspired by autumn leaves and lin ole um block prints . The author , Pol ly Kane v sky , is a graphic designer , picture - book maker , and preschool teacher . The illustr ator , Ta ee un Y oo , received an Ez ra Jack Ke ats Award for her work in ' Only a Witch Can Fly ' .", Here Is the Baby ,2,13906,[1761]
Growing Up & Facts of Life,,,2,38291,"[25877, 38269]"
"Science, Nature & How It Works"," The Plant Parts series consists of six books aimed at early readers , from pre k indergarten through grade 2 . Each book focuses on a different plant part , discussing its purpose , diversity among plants , and function as human food . The texts are accompanied by full - page color photos , beautifully illustr ating the subjects . Although some explanations may be simplified , the books provide reading practice and subject knowledge . The series includes R oots , Se eds , Flowers , F ruits , St ems , and Le aves .", Pl ant Parts Series : R oots ,15,29883,"[1841, 3660, 4000, 4005, 4006, 4020, 4587, 4775, 4802, 4826, 5893, 6030, 6171, 12671, 15007, 20571, 20599, 21258, 26263, 28976, 29887, 31169, 33174, 35923, 38523, 39061, 39425, 39584, 46621, 46901, 48032, 49566, 49573, 49640, 49666, 49751, 49891, 50016, 50079, 50232, 50233, 50236, 50364, 50463, 52400, 53695, 54076, 62254, 68518]"
Education & Reference," Bo asting over 4 0 0 0 entries and 2 5 0 0 illustrations , The New Children ' s Encyclopedia is a comprehensive resource for children aged kindergarten to grade 6 . D ivid ed into 1 0 categories , including Space , Culture , History and Politics , and The Human Body , the information presented is age - appropriate and easily accessible . Cross - reference icons ensure accurate research for beginners . With its tim elines , definitions , fast facts , maps , and short texts , the book is ideal for E SL students and visual learners .", The New Children ' s Encyclopedia : A Comprehensive Resource for Kids ,12,30986,"[6214, 17396, 30668, 30885, 30969, 31000, 31017, 31077, 41248, 49622, 49632, 49691, 49807, 49931, 49944, 53047, 53053, 53054, 53087, 53096, 53099, 53189, 53197, 53200, 53212, 53216, 53330, 53339, 53359, 53382, 53419, 53421, 53436, 53470, 53472, 53487, 70345]"
Literature & Fiction," In this large board book , a cheer ful little girl with corn rows shares knowledge from her daily life in rh ym ing pairs of opp os ites . The illustrations show her playing in the snow , standing near her dad at the stove , and more . Primary colors and simple shapes make the retro - ch ic illustrations pop . This is the third empowerment title by the team , and it ' s a stand - alone success . Copyright 2 0 1 3 . Library J ournals LLC .", I Know a Lot ! ( E mp ower ment Series ),0,48574,"[5385, 5542, 6445, 6895, 7026, 10271, 11546, 11671, 11682, 11685, 11926, 16563, 21161, 21163, 28611, 28881, 29101, 29106, 32828, 33656, 38592, 41712, 43301, 44430, 44456, 44614, 44708, 45957, 48510, 48561, 48579, 48682, 52423, 52535, 52541, 52592, 52594, 52598, 52646, 52894, 52899, 54136, 55967, 58108, 58461, 61679, 62297, 62353, 62376, 62390, 62412, 62466, 65860, 66924, 70561, 71737, 73259, 74596, 74761]"
Growing Up & Facts of Life," Ter rence N . T ull gren , an independent author , designer , producer , and artist based in Miami , Florida , wrote Don nie Lear ns How To Be Gr ateful : A Col oring Activity Book to address a fundamental issue faced by children with autism - eye contact . After testing , he discovered that the book was relevant to all children . It is part of the DON N IE LE AR NS series , which includes several coloring books aimed at teaching essential values and laying a foundation for character development in children .", Don nie Lear ns How To Be Gr ateful : A Col oring Activity Book ,2,54192,"[54189, 54212, 57369]"
Literature & Fiction," Ke vin S ands is a Toronto - based author who holds degrees in theoretical physics . He has worked as a researcher , business consultant , and teacher . His award - winning and bestselling series is called the Black th orn Key .", The Black th orn Key Series ,0,51197,"[3668, 6405, 6576, 8483, 11395, 11413, 13533, 22834, 23676, 27836, 45731, 46003, 48508, 52766, 54564, 55053, 55959, 58510, 68679]"
Action & Adventure," This book offers a glimpse into life at sea through the eyes of a Japanese boy , Tak ashi , who is sh ang ha ied aboard the S ind ia . The story serves as a gentle lesson in acceptance and is recommended for young readers . The attract ively bound book has appeal for both landl ub bers and coastal dwell ers .", T ak ashi ' s Voy age : The W reck of the S ind ia ,10,42655,[64425]
"Arts, Music & Photography",,,13,33122,[33359]
Literature & Fiction,,,0,73342,"[73320, 73321, 73324, 73326, 73327, 73328, 73333, 73336, 73339]"
Education & Reference," D K is a renowned publisher founded in 1 9 7 4 in London . It is now the global leader in illustrated reference books and a subsidiary of Penguin Random House . D K produces highly visual non fiction content for adults and children , reaching consumers in 8 7 countries and 6 2 languages . Their aim is to inform , enrich , and entertain readers of all ages with a unique design approach . They are known for their innovation in print and digital products , covering a vast range of topics from travel to history , science , and cooking . D K also publis hes a comprehensive list of children ' s books and licenses popular titles like LE GO books . They are the parent company for Alpha Books and Pr ima Games , among others .", My First Spanish Word Board Book ,12,35322,"[3954, 5402, 5483, 6901, 7650, 9724, 9727, 9732, 9758, 9850, 10007, 10031, 10587, 10924, 12820, 12867, 13124, 15166, 15796, 16264, 16538, 20204, 21002, 23727, 23944, 28299, 28352, 28353, 29142, 30828, 30883, 33314, 34538, 34545, 41044, 41246, 43719, 44114, 44117, 44807, 45686, 56681, 70677, 71097, 71163]"
Growing Up & Facts of Life," A le Bar ba ' s artwork receives high praise in Time Out ! Her bold black lines and imagin ative power are celebrated in the publication . When Your Ele phant Comes to Play , her previous book , is also highly regarded for its humor and creative spreads .", Time Out ! and When Your Ele phant Comes to Play ,2,15757,"[20810, 20824, 45252, 55159, 68210]"
Growing Up & Facts of Life," Robert Ne ub ec ker is an acclaimed author and illustr ator known for his W OW ! book series , including titles like Wow ! City !, Wow ! School !, and Wow ! Ocean ! He ' s also illustrated popular children ' s books like John Lith gow ' s I Got Two Dogs and Sarah We eks ' s Sophie Pet erman T ells the Truth . His work has earned him numerous acc ol ades , including AL A Not able Book awards , and he ' s a frequent contributor to national media publications such as the New York Times , Sl ate . com , and the Wall Street Journal .", Robert Ne ub ec ker : Award - Win ning Children ' s Author and Illustr ator ,2,3010,"[2710, 14695, 29922]"
"Science, Nature & How It Works"," Gr ade 2 - 4 . This photo - filled nature book offers a comprehensive view of the largest living trees in the world . W ad sworth provides a sharply focused and visually captiv ating portray al of the parts , environment , life cycle , and death of a sequ o ia . Full - color photographs illustrate the size and complexity of these mamm oth trees . Simple yet carefully constructed explanations reveal the inter connected nature of plants , animals , and natural events that allow sequ o ias to thrive .", G iant Sequ o ia Trees ( E ar ly Bird Nature Books ),15,38843,"[42564, 65102]"
Education & Reference, A book highly recommended for pediatric speech - language path ologists and parents of children developing early words ., E asy - To - S ay First Words : A Focus on Final Cons on ants ,12,56608,"[9676, 9696, 9802, 9806, 9822, 13450, 14557, 25966, 28524, 30890, 31262, 32828, 38301, 44750, 52565, 54607, 57095, 74895, 75049]"
Literature & Fiction," Gr ade 4 - 6 . This Christian fiction novel places a young protagonist in the path of a heroic character who has made the world a better place . Set during the Crime an War , the story follows two brothers who join the British forces due to financial necessity . The older brother dies in the hopeless charge of the Light Brigade , while the younger brother , Rob by , has his hand am put ated in a fil thy field hospital . Rob by later becomes devoted to Florence Night ing ale , adm iring her determination , courage , and self - s ac r ifice . The descriptions of war and its consequences are vivid , and the characters are engaging . The historical background is accurate and informative . Despite amateur ish drawings , this adventure story with universal values is worthwhile and entertaining .", The Dr ummer Boys Battle : Florence Night ing ale ( Tra il bl azer Books # 2 1 ),0,60050,"[594, 60009, 72006]"
Growing Up & Facts of Life," An other Kind of Hurricane is a realistic fiction novel that explores the intersect ing stories of Z av ion and Henry , two middle - grade boys dealing with loss . After losing their house and everything they own in Hurricane Katrina , Z av ion and his father rel ocate to Bat on Rouge . Henry , in Vermont , is gra pp ling with the sudden death of his friend Wayne . The two boys have a special marble they ' ve passed back and forth for good luck , but when Henry ' s mother don ates some of his clothes to Katrina victims , the marble is accidentally given away . This sets off a chain of events that sees Henry travel to New Orleans in search of the marble and Z av ion hatch a plan to repay a debt he believes he ow es . The novel captures the urgency of crisis and features strong , fast - paced openings that draw readers in . While the narrative is based on coincidence and chance , the voices and losses of Z av ion and Henry feel plausible and heart breaking . Some minor characters are less belie vable and difficult to keep track of , but their presence contributes to the overall dis orient ation that mirrors the characters ' feelings . The author exc els at conve ying emotionally charged moments , with prose reminiscent of a free verse poem . This novel will spark contempl ation and discussion .", An other Kind of Hurricane ,2,23805,"[6553, 6584, 6829, 10343, 19359, 22104, 22834, 25579, 28408, 51565, 52800]"
Religions," N ancy G anz ' s ' Here in is Love ' series offers a biblical theology for children , re inter pre ting neglected biblical books like Ex odus and Lev it icus . It highlights the redeem ing love of God in Christ while providing a comprehensive understanding of His Word ."," Here in Is Love , Vol . 3 : Lev it icus ",20,43120,"[5412, 22950, 43118, 62259, 63231, 72391, 73516, 73523]"
"Science, Nature & How It Works"," L aur a Bush , a renowned advocate for education , health care , human rights , and national park preservation , has a rich background in literature and public service . As the author of the bestselling memoir ' Sp oken from the Heart ,' she founded the Texas and National Book Fest ivals . Currently , she chairs the Women ' s Initiative at the George W . Bush Institute , focusing on global health - care innovations , empowering women in emerging democr acies , education reform , and supporting veterans . Mrs . Bush holds degrees in education and library science and has taught in public schools and worked as a libr arian ."," L aur a Bush : Champion ing Education , Health Care , and Liter acy ",15,4245,"[1293, 1294, 2436, 2531, 3443, 3600, 4157, 4227, 4379, 4392, 6433, 9443, 11931, 13073, 13153, 13164, 14599, 14995, 15161, 15285, 16558, 18771, 18888, 19646, 20338, 22672, 24880, 26973, 28025, 28141, 28302, 28810, 31209, 32028, 32089, 32304, 33185, 36570, 38330, 39755, 41672, 43598, 44727, 44753, 45991, 49427, 49908, 50329, 52563, 52663, 54786, 57337, 57873, 58162, 58301, 63184, 64107, 68204, 68778, 69400, 71778, 72774, 74411]"
"Science, Nature & How It Works"," W ired is a children ' s picture book that 详细 而 易于 理解的 文本 从 “ 电子 在 移动 ” 开始 ， 解释 了 电力 是如何 在 发电 厂 产生 并 通过 电线 传输 到 明亮 的家庭 的 。 S uen 还 解释 了 室内 wiring 、 断 路 器 、 开关 和 插 座 的工作 原理 。 通过 多媒体 艺术 作品 （ 具有 3 D 效果 ） 进行 插 图 ， 该书 以 电力 安全 提示 结尾 。 - Book Links November 1 , 2 0 1 4 ", W ired ,15,61244,"[4907, 11351, 14339, 21847, 23969, 24328, 27752, 34017, 45552, 45834, 49728, 49935, 52404, 55905, 58181, 59855, 65174, 68207, 69868]"
Comics & Graphic Novels," Ex per ience the camp y and cool interpretation of the cap ed crus ader from the popular TV show . This comic book brings back memories and emotions for comic book readers , ranging from embarrass ment to pure joy . Written by Jeff Parker , a Portland , Oregon - based writer and comic book artist , Batman ' 6 6 Vol . 4 is a fun read for fans and non - f ans alike .", B at man ' 6 6 Vol . 4 ,22,46132,"[46127, 46128, 46134, 46141, 46144]"
Growing Up & Facts of Life," E ric devoted his free time to LGBT equality after Proposition 8 passed in California . He ' s a local chapter leader for Marriage Equ ality USA , educating the public on marriage equality and the 1 , 0 0 0 + rights denied to same - sex couples . Eric auth ored ' My Uncle ' s Wedding ', a children ' s book on same - sex marriage . He lives with his husband , Mat , and their two cats in Emer y ville , CA .", My Uncle ' s Wedding ,2,52855,"[10339, 10443, 16468, 16572, 16734, 32071, 33863, 36509, 36639, 52436, 52667, 57079, 62655, 62676, 66919, 67163, 71025, 74907]"
Geography & Cultures," S is for Seattle , a vibrant city in the Pacific Northwest region of the United States . Known for its coffee culture , stunning waterfront , and thriving tech industry , Seattle is home to numerous popular land marks such as the Space Need le , P ike Place Market , and the Seattle Great Wheel . The city is also known for its musical heritage , having been the birth place of gr unge music in the 1 9 9 0 s .", S is for Seattle ( Al phabet Places ),11,75133,"[19379, 42993, 44071, 49425, 49427, 61170, 61185, 61188, 63095, 66048, 66066, 68997, 69009, 69010, 69012, 74724, 74781, 75134, 75369]"
"Arts, Music & Photography"," T win Sisters Productions is a renowned producer of educational music resources for children and families . Their award - winning product line encompasses various genres like l ull ab ies , classical music , relaxation music , early childhood learning , reading readiness , math , foreign languages , social studies , science , musical plays , and inspirational music .", St ates & Cap itals Work book ,13,61775,"[69957, 71755]"
Education & Reference, Jul ie Harper Work books offer a range of printing practice hand writing work books tailored for different individuals . Choose the one that suits you best ., Jul ie Harper Printing Practice Hand writing Work books ,12,57092,"[8210, 31303, 34549, 42483, 48733, 53153, 53828, 53976, 54191, 55686, 55737, 55741, 56227, 56722, 57761, 58040, 69746, 69784, 69984, 74331, 74336]"
Growing Up & Facts of Life," White Flight is a young adult novel in verse , telling the story of Alex ' s deterior ating neighborhood and his struggle with a devastating secret . The novel explores themes of white flight , urban police , sexual harassment , and no - sn itch culture .", White Flight : A Novel in Ver se ,2,59116,"[6905, 21698]"
"Arts, Music & Photography"," This up beat picture book explores 1 0 different types of music , featuring a young African - American narrator who introduces her extended family and the styles of music they play . The narrator keeps the beat with various percussion instruments , joining her n iece on the floor to drum on pots and p ans . The book includes a gloss ary defining musical terms and genres .", My Family Pl ays Music ,13,39189,"[5385, 6895, 10443, 21173, 21372, 25368, 26995, 32740, 36307, 45827, 48631, 51730, 51851, 52599, 59399, 65041]"
Religions," Un cle Eli ' s Pass over H agg ad ah is a unique and entertaining take on the traditional H agg ad ah , designed especially for children . It incorporates Dr . Se uss - style verse to speak to kids in their own language , while still maintaining a sense of reve rence and tradition . 赞美 from various sources like Los Angeles Times , Jewish World News , National Jewish Post , and Had ass ah Magazine .", Un cle Eli ' s Pass over H agg ad ah : A Unique and Entertain ing Take on the Traditional H agg ad ah ,20,72521,[62166]
"Fairy Tales, Folk Tales & Myths"," G reek myths are rich in storytelling and provide a fascinating introduction to ancient Greek culture . They offer valuable lessons on morality , courage , and wisdom . Here are some popular Greek myths suitable for young children , including stories about heroes , gods , and monsters .", G reek My ths for Young Children ( St ories for Kids ),5,30379,"[8645, 10091, 14291, 15249, 15260, 15291, 17670, 19310, 21424, 26155, 27426, 27771, 29012, 30409, 30959, 32539, 32571, 34239, 35685, 40814, 41916, 47356, 47518, 49624, 49629, 49690, 49783, 49872, 49973, 51844, 52692, 53199, 57337, 58010, 58047, 60969, 61984, 61987, 62003, 62007, 62513, 63874, 63878, 64918, 67160, 68125, 69804, 70900, 72394]"
Geography & Cultures," O t is , a tract or , anticip ates Christmas and the birth of a new fo al . He receives a new horn as a gift , but his joy is short - lived when he learns the m are is sick . Ot is bra ves a snow storm to rescue Doc Baker , who is needed to help the m are . His courage and determination lead him to Doc ' s house , saving the day . The illustrations depict the contrast between the red tract or and the snow - c overed countryside .", An Ot is Christmas ,11,15774,"[2937, 2953, 5494, 7701, 9006, 10064, 11908, 11914, 11921, 11922, 11930, 11959, 11962, 11982, 11988, 12001, 12062, 14412, 15764, 15766, 15771, 15798, 15831, 16299, 16418, 16504, 16526, 16536, 18426, 18999, 19131, 19243, 19352, 19390, 21500, 21767, 22412, 27026, 33501, 33977, 36610, 39809, 39820, 45992, 46013, 52560, 54190, 56433, 58167, 58171, 63066, 64047, 66881, 68569]"
Literature & Fiction," And rew Ble iman , a lifelong animal enthusi ast , graduated from the University of Pennsylvania with a degree in English Literature and an un official minor in Baby Animal ogy . His passion for z ool ogy and conservation stem med from regular childhood visits to the Wildlife Conservation Society ' s Bronx Zoo . He resides in Seattle with his wife , L ill ian , and their daughter , A very ."," I Love You , Zoo B orn s !",0,51555,"[14439, 28094, 37169, 51545, 51752, 54785, 54794, 55319]"
Geography & Cultures," What ' s Great about Illinois ? is a lively travel guide to Illinois ' s top 1 0 kid - friendly places , featuring a mix of historic sites , museums , science centers , natural wonders , and popular culture favorites . The book includes descriptions of state history and geography , offering tips on what to do , see , and eat . It also includes side b ars on people , animals , and geographical themes , along with full - page color photos and national , state , and loc ator maps . Written by Kansas City - based author Krist in Marc ini ak , the book aims to introduce kids to the magic of travel and showcase the United States ' s interesting places .", What ' s Great about Illinois ? ( Our Great States ),11,53713,"[44606, 51113, 53700, 53707]"
Biographies," D oug las Y ack a is the author of Eat , Drink , and Be Mad Lib s and co - author of Give My Reg ards to Mad Lib s . Who Was Andrew Jackson ? Learn about the life and legacy of this complicated American hero .", Who Was Andrew Jackson ?,17,16596,"[16606, 16608, 16617, 16618, 16623, 16715, 18453, 18455, 18474, 18499, 18523, 18578, 18588, 18607, 18609, 18614, 18631, 18696, 18703, 18734, 18768, 18819, 18833, 18847, 18919, 18939, 18978, 19026, 19029, 19071, 19082, 19088, 19096, 19101, 19125, 19127, 19132, 19136, 19139, 19141, 19149, 19156, 19160, 19166, 19173, 19185, 19209, 19223, 19231, 19247, 19248, 19256, 19258, 19268, 19279, 19282, 19283, 19286, 19288, 19291, 19310, 19318, 19331, 19339, 19354, 19355, 19370, 19424, 19436, 19440, 19650, 19654, 19673, 19677, 19678, 19679, 19680, 19683, 20299, 20304, 20308, 20312, 20320, 20351, 45490, 45504, 58269]"
Growing Up & Facts of Life," Me g and Alison navigate survival on Must ang Mountain B anch in the Rock ies , facing horses , family fr ictions , and pest travels . This teen fiction series stars horses and gut sy girls , with fast - paced dialogue , suspense , danger , and emotional interactions .", W ild Horse ( M ust ang Mountain Series ),2,59371,"[59373, 59375, 59378, 59381, 59383, 59384]"
Literature & Fiction," An engaging adaptation of a familiar fol kt ale told through a beginning reader ' s lens . A tiny woman discovers a tiny bone in a tiny grave , but finds herself haunted by a tiny ghost seeking his bone .", The Teen y T iny Woman ( Step into Reading ),0,15243,"[541, 1928, 1943, 2282, 3163, 3321, 3336, 3466, 3690, 4541, 4674, 4722, 4735, 4829, 4862, 5305, 5447, 5457, 6735, 7395, 8253, 8343, 8345, 8361, 8608, 12710, 12738, 12757, 12826, 12846, 12886, 12894, 12896, 13094, 13104, 13108, 13537, 13591, 13866, 13884, 13890, 13970, 13986, 14023, 15017, 15122, 15190, 15191, 15224, 15227, 15229, 15255, 15261, 15331, 16703, 16819, 17105, 18896, 18971, 19277, 21692, 23790, 24213, 26155, 26158, 26199, 26215, 26242, 26302, 26316, 26417, 26426, 26438, 26494, 26507, 26524, 29588, 39131, 45266, 45346, 45397, 54975, 68204]"
"Science, Nature & How It Works"," A science series aimed at children aged 5 - 8 , The Gri pping Truth about Forces and Motion ( L OL Physical Science ) incorporates weak humor and point less illustrations throughout its content . While the information presented is valid , the cond esc ending approach may not be well - re ceived by readers .", The Gri pping Truth about Forces and Motion ( L OL Physical Science ),15,50376,"[4833, 19125, 30675, 31554, 32895, 35207, 38272, 40849, 46612, 46937, 50342, 50374, 59938, 67469]"
Science Fiction & Fantasy," B EN JO EL PR ICE is a modern artist , illustr ator , and graphic designer . He is the director of Sym et ria , a British greeting card company ( he was once asked to produce a birthday card for the Queen !). This is his first illustrated children ' s book .", E arth Space Moon Base ,7,14459,"[14572, 14607, 23746, 26512, 46227, 51670, 54930]"
"Fairy Tales, Folk Tales & Myths"," Book by C ron in , D ore en , Lew in , B ets y ", D ub i Dub i Mu u / Do oby Do oby M oo ( Sp anish Edition ),5,73675,"[4670, 5489, 6921, 55410, 76208]"
Growing Up & Facts of Life," An exquisite novel written with love , A Blue - E y ed Dais y follows 1 1 - year - old Ell ie Far ley living in a coal - m ining town in West Virginia . Suit able for ages 9 - 1 2 , this story box ed review by P W is a heart w arming tale . Copyright 2 0 0 1 Reed Business Information , Inc .", A Blue - E y ed Dais y ( Al add in Fiction ),2,27897,"[7607, 21826, 27196, 33422]"
Growing Up & Facts of Life," Michael Rex , a renowned writer - ill ustr ator , has captiv ated young readers with his popular children ' s books , including New York Times bestselling picture book par odies like ' Good night Go on ' and ' The Run away M ummy ,' as well as graphic novels like ' F ang bone ! Third - Gr ade Bar bar ian .' His creativity also extends to television , with an appearance on Donald Trump ' s ' C e lebr ity App rent ice .' Now , explore the latest installment in his beloved I ck y Ricky series , ' I ck y Ricky # 4 : The Hole to China .' ", Michael Rex : Acc laim ed Children ' s Author and Illustr ator ,2,14604,"[8520, 8533, 8535, 14496, 14577, 16482, 16487]"
Geography & Cultures,,,11,76838,"[9882, 9931, 9996, 10027, 20278, 23860, 29095, 32523, 32903, 33212, 33438, 33443, 33642, 34384, 37282, 38330, 38494, 44463, 45219, 45224, 48190, 48519, 48586, 48647, 48686, 52423, 52592, 52658, 53230, 53343, 53470, 62124, 62127, 68465, 69399, 69868, 70351, 70800, 71076, 71096, 71778, 71785, 72272, 75920, 76850, 76851, 76861, 76862, 76864]"
Growing Up & Facts of Life," A little girl prepares for bed while trying to get her stuffed animals in sleep mode . The story is told in rh ym ing couple ts and features water color illustrations of the toys ' ant ics . The artwork is colorful and engaging , with scenes of a cat - and - mouse chase , a t eddy bear br ushing her teeth , and a cow searching for p aj amas . The story may be too long and rhyth mic for some young readers , but it ' s a fun bed time or sleep - themed story time option .", The St uffed Animals Get Ready for Bed ,2,7706,[3253]
Geography & Cultures," D K , founded in London in 1 9 7 4 , is a global leader in illustrated reference publishing . They produce visual , photographic non fiction content for adults and children in over 8 7 countries and 6 2 languages . Their aim is to inform , enrich , and entertain readers of all ages with innovative design approaches . D K publis hes a wide range of adult titles spanning travel , history , science , nature , sport , gardening , cook ery , and parenting . Their children ' s list includes topics from animals and the human body to homework help and craft activities . They also publish the bestselling LE GO books and act as the parent company for Alpha Books and Pr ima Games .", D K Publishers : World ' s Leading Illustr ated Reference Publisher ,11,30843,"[24163, 25966, 30850, 30860, 30880, 30938, 30940, 32828, 38301, 38603, 51970]"
Science Fiction & Fantasy,,,7,58140,"[3793, 3933, 4097, 4119, 4278, 4279, 4327, 4347, 4646, 6536, 6919, 8683, 11194, 11288, 11397, 11556, 11561, 11575, 11937, 15001, 15032, 16347, 16627, 16769, 16902, 16906, 21739, 22883, 23927, 29298, 29304, 33981, 39632, 45866, 45962, 45965, 45993, 46003, 46955, 48669, 52653, 55939, 55959, 56449, 58157, 58164, 58193, 58204, 58502, 58526, 58860, 68171, 68199, 68460]"
Geography & Cultures," Jul ia Johnson is an author known for her works like The Che et ah ' s Tale , A Gift of the S ands , One H umpy Gr umpy Cam el , A is for Arabia , and The Pearl D iver . She first visited the Middle East in 1 9 7 5 and hon ed her sc uba diving skills . She currently resides in Dubai and Wor ces ters hire . A mother of two and grandmother , she enjoys writing and acting .", The Pearl D iver ,11,72872,"[594, 4005, 4006, 4020, 4724, 4819, 6814, 6926, 7361, 7455, 9561, 11318, 11579, 12274, 14293, 15291, 15562, 22950, 24210, 24831, 25678, 27426, 27672, 27950, 28992, 30610, 33358, 35923, 37857, 39379, 39417, 41947, 43911, 45355, 49572, 62259, 62415, 63214, 63231, 63302, 63982, 64000, 64983, 71982, 72391, 73523]"
Growing Up & Facts of Life," H or v ath delivers a hilar iously p uck ish read with this tale of a ( p oss ibly ) orphan ed girl from a small Canadian fishing village . The story is full of subtle humor and wisdom , presented through the eyes of a uniquely appealing young protagonist . Pol ly Hor v ath is the author of many books for young people and has received numerous awards , including the New bery Honor and the National Book Award for Young People ' s Literature . Everything on a W aff le is a deeply touching novel about irrational faith .", Every thing on a W aff le ,2,9633,"[1337, 1379, 1704, 2382, 3748, 4121, 4408, 4410, 4437, 5863, 6133, 6485, 6651, 6787, 8631, 9624, 9639, 10152, 10207, 10401, 12033, 13205, 14257, 14354, 16606, 20789, 22802, 24609, 35402, 37270, 38219, 43864, 45296, 45887, 62565, 64054]"
Science Fiction & Fantasy,,,7,31780,"[22781, 31851, 31941, 32286, 32751, 35039, 56077, 56085, 56156]"
"Activities, Crafts & Games"," Pub lished by Spe edy Publishing , a leading publisher of quick - reference materials and useful reference books , the Turt le Col oring Book offers an entertaining and educational experience for readers of all ages . It features intricate designs and realistic illustrations of turt les , promoting creativity and relaxation . The book is continuously updated to ensure accuracy and is available in various formats to cater to diverse reader needs .", T urt le Col oring Book ,6,69648,"[8593, 19999, 20098, 49613, 69671, 69672, 70526]"
"Science, Nature & How It Works"," These imagin ative series titles present basic facts about their respective subjects . Following a descriptive introduction , short chapters contain one scientific concept per spread . Sh apes briefly discusses how a cloud is formed .", Sh apes in the Sky : A Book About Cl ouds ( Am azing Science : Weather ),15,46596,"[2017, 4000, 4030, 4554, 4802, 5365, 5385, 6030, 6989, 12022, 12833, 14132, 29789, 32390, 37111, 37669, 46437, 46619, 46679, 46928, 49791, 53538, 53547, 65171, 68384]"
Geography & Cultures," In her first children ' s book , Dup re shares her husband ' s 3 , 2 0 0 - mile expedition around Green land by kay ak , sk is , and dogs led . Eng aging lin ole um block prints depict his journey , focusing on a moving encounter with a ra ven . The illustrations showcase indigenous wildlife and provide insights into the culture and land . Ages 4 - 8 .", The R aven ' s Gift : A True Story from Green land ,11,24863,"[20727, 49624, 49636, 49713, 53334, 53415, 68942, 72500]"
