category,text,label,node_id,neighbour
Growing Up & Facts of Life,"Description: Grade 5-9 This prequel to the two Legally Blonde feature films will enjoy popularity among young fans of the movies and those who like nondemanding formulaic fiction. Elle Woods is a frumpy sophomore when something no, someone catches her eye during a basketball rally at the well-heeled Beverly Hills High School. It's handsome Hunter Perry, star of the school's basketball team, and as he pleads for student support for it, Elle's heart swells and she determines to win his affections by helping their losing team become better. Never mind that she previously had no interest whatsoever in basketball or cheerleading, for that matter. But Elle notices that the cheerleaders are constantly with Hunter, even though their half-hearted, pathetic attempts at creating school spirit fall on deaf ears. What's a girl to do? Well, determined Elle has plans. She kisses goodbye to her frumpy image by getting her braces removed, orders contact lenses and a whole new wardrobe, and gets lots of blonde highlights. Suddenly, people start noticing her. Then, with the help of her manicurist, she choreographs new routines for the cheerleaders and designs sharp new uniforms for them. Elle's butler, conveniently a former basketball star, teaches the team to work together. It appears that Elle's plan is succeeding, but Hunter still doesn't seem to notice. How can she win his heart? The happy ending proves that Elle's not only beautiful on the outside, but on the inside as well. Susan Riley, Mount Kisco Public Library, NY Copyright Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.Gr. 5-8. This candy-pink paperback debuts the Elle Woods series, a spin-off of the 2001 film Legally Blonde, which was based on the novel by Amanda Brown. Mousy, bespectacled Elle, 16, may not look like the deceptively ditzy character played by actress Reese Witherspoon, but there are glimmers of an inner go-getter in Elle's plan to restore glory to her school's lame basketball team, a gambit to impress its sexy captain. Inspiration for budding feminists is in short supply here, as Elle's achievement of her goals is inextricably tied to her gussied-up physical appearances (including blonde highlights, ""an expression of [her] true spirit""), and fans of the movie may emerge newly aware of how much Witherspoon's charismatic presence contributed to its success. Even so, many readers--even those unfamiliar with the Elle Woods character--will be entertained by the smart, likable girl's transformation from ""Planet Schlub"" to ""Planet Glam."" Notwithstanding its high-school setting, the book's large type and air of sanitized innocence will play best to middle-graders. Jennifer MattsonCopyright American Library Association. All rights reserved; Title: Elle Woods: Blonde at Heart - #1 (Legally Elle Woods)",2,34931,"[34930, 34942]"
Mysteries & Detectives,"Description: Zuni Blues been telling tales since she was a kid. Now she gets to mix fun stories with a few lessons learnt on the way to adulthood. Whether its solving cases at school or fighting monsters, Zuni promises a great read youll never forget!; Title: The Mean Girl Who Never Speaks (The Mya Dove Case Files) (Volume 1)",9,56074,"[4363, 4383, 5214, 6175, 6388, 6414, 6445, 6459, 6534, 6743, 6858, 6905, 8354, 8358, 8359, 8443, 10328, 10572, 11485, 11546, 15370, 19110, 19175, 19432, 19662, 21173, 21435, 21841, 22276, 22967, 24787, 28611, 28827, 29601, 29620, 34968, 34969, 34977, 42591, 44429, 44431, 44456, 44614, 44708, 52721, 55296, 55349, 58184, 58464, 58704, 58990, 62297, 65860, 69353, 74967]"
Education & Reference,"Description: Gr 58A tribute to Justice Ruth Bader Ginsburg that does more than catalog her achievements; it conveys her spirit, one that will leave readers in awe. Widely viewed as a champion for women's rights, Ginsburg is quick to correct that she battles for ""women's and men's liberation,"" as best illustrated in the case of Stephen Wiesenfeld, who was prevented from collecting his dead wife's social security due to his gender. Ginsburg accepted the case to argue that equality under the law benefits both sexes, and shrewdly, to set a precedent. Not only are her professional triumphs lauded, and our justice system explained, the authors do an excellent job of rounding out her rich life: wife in an egalitarian marriage, mother, and close friends with her polar opposite on the bench, Justice Scalia. The one misstep is the clumsy handling of the justice's cancer, introduced as ""her struggle."" Young readers may need more clarification. However, the book's strengths far overshadow this stumble. This version shares the same knockout formatting as the adult edition: a plethora of photographs and images leaving nary a page unadorned, and slim informational inserts, such as ""How to be like RBG"" and ""RBG's workout,"" that lend this serious subject a lighthearted tone. VERDICT Just as Ginsburg's (sometimes) frilly jabot belies the quiet revolutionary, this lively biography of this esteemed justice whose influence straddles two centuries is to be taken seriously. Highly recommended.Laura Falli, McNeil High School, Austin, TX&#8220;A tribute to Justice Ruth Bader Ginsburg that does more than catalog her achievements; it conveys her spirit, one that will leave readers in awe. This lively biography of this esteemed justice whose influence straddles two centuries is to be taken seriously. Highly recommended.&#8221; (School Library Journal (starred review)); Title: Notorious RBG Young Readers' Edition: The Life and Times of Ruth Bader Ginsburg",12,4385,"[3779, 4235, 4281, 4345, 4393, 11041, 15001, 16599, 16911, 19110, 21096, 29298, 41009, 45842, 48717, 51247, 52239, 55244, 55428, 58162, 58204, 58448, 64632, 64637, 70242]"
Humor,"Description: DAN PARENT is an American comic book artist and writer best known for his work with Archie Comics, where he is an innovator behind some of Archie's biggest hits. Most notably, Parent is the writer/artist of the KEVIN KELLER series, which continues to receive widespread, positive media attention, most notably the 24TH ANNUAL GLAAD MEDIA AWARD FOR OUTSTANDING COMIC BOOK. He also was the writer of the story in which Archie fell for Valerie of Josie &amp; the Pussycats, the artist of the OBAMA AND PALIN IN RIVERDALE, ARCHIE MEETS KISS and ARCHIE MEETS GLEE graphic novels.; Title: The Best of Betty's Diary (Archie &amp; Friends All-Stars)",3,72238,"[18918, 67599, 67601, 67609, 68356, 68357, 68359, 68361, 68362, 68366, 68367, 68370, 68374, 68376, 68381, 69726, 69727, 69729, 69731, 69732, 69734, 69735, 69736, 72206, 72208, 72227, 72241, 72261, 72265, 72267, 74513, 74534, 74548]"
Growing Up & Facts of Life,"Description: Grade 3-6-Since her mother left to become a traveling country-and-western singer, fourth-grader Katie; her three-year-old brother, Tyler; and their father have spent Thanksgiving lounging in their pajamas, munching on pizza and popcorn, and watching football on TV. When her perfectionist classmate Claire Plummer taunts her with pictures from Beautiful Living of perfect celebrations, Katie starts to think that a grand dinner would help cement her family together, but she is embarrassed about her brother's rude table manners. Then she accidentally invites her teacher to Thanksgiving dinner, and she and her father scramble to come up with a meal. Readers are apt to sympathize with Katie's concerns about the cohesiveness of her family, while deft touches of humor add comic relief. Barbara Cohen's Molly's Pilgrim (Bantam, 1990) would make a good counterpart in a class discussion. Richly drawn characterizations, a brisk pace, and a theme subtly woven into the plot add up to an enjoyable read.James K. Irwin, Poplar Creek Main Library, Steamwood, ILCopyright 2003 Reed Business Information, Inc.Gr. 3-6. Katie's mother has gone off to be a country-and-western singer, so Katie, her father, and her three-year-old brother, Tyler, have to fend for themselves. No mother in the house really hits home at Thanksgiving, when it seems that pizza will top the menu. Then there's Katie's friend, Claire, who is determined that her motherless Thanksgiving (her mother is deceased) is going to be right out of a magazine. Katie feels it's up to her to give her little family the holiday they deserve. This has the comfy feeling of a novel from an earlier era, even as predicaments pile one upon another as Katie counts down to the special day. Nothing is terribly serious: she has invited company against her father's wishes; Dad has a big report due on Thanksgiving Day (it's not a holiday for Dad's Japanese clients); Tyler runs away; and the turkey won't cook. But don't worry; all turns out well in this simple, easy-to-digest holiday fare. Ilene CooperCopyright American Library Association. All rights reserved; Title: Turkey Monster Thanksgiving",2,37951,[46858]
Animals,"Description: Lionel Paxton is an author who has recently turned his hand to children's books. He saw the need for informative picture books for children from the age of 5 to 12. Married to Mary Ellen, they are the busy parents to four boys, Simon, Will, and the twins Jack and Thomas. Books are typically the first exposure to learning and art that children get which urges one to make the very best books possible. He understands just how important books were to his childhood. With them, he feels as if transported to some parallel universe, a world of grace, hope and wonder. Lionel said, ""The boys want more than just picture books they also want to learn things they can tell their friends about. Jack in particular loves learning new things. He was sick of story books and wanted something a bit more challenging"". As the author of a few heavy historical novels he started writing children's books for the boys not long after Will was born. Being boys they wanted adventure and scary dragons. But after Jack and Thomas arrived Jack wanted to read 'real' books about 'real' things, not pretend stuff. Not being able to find suitable books written to the capacity of a 4 or 5 year old, he started making little flip books on his computer and using pictures from magazines and photographs in his collection. He sent one of these books to his publisher who thought this a great idea and has since commissioned a series of books for this age group. With the help of the boys he is currently working on several picture books about our land and sea animals. Lionel lives with his family, Billy the bitser, cats Ghost and Patch and assorted lizards and insects in Ho-Ho-Kus, a suburb of New York (Northern New Jersey-Long Island).; Title: Guide Dogs! A Kids Book About Guide &amp; Other Assistance Dogs: Fun Facts About Canine Companions For Independence, Learn About These Dog Heroes ... Dogs, Hearing Dogs &amp; Assistance Dog Training.",1,57302,"[24227, 25186, 33960, 44699, 52955, 60241, 65159, 72117]"
Growing Up & Facts of Life,"Description: kefield is the star of the Sweet Valley Soccer League. Her good friend Todd Wilkins plays on the team, too. But suddenly the other boys are teasing Todd, saying that Elizabeth is his ""girlfriend."" Now Todd is being mean to Elizabeth. He says she's not good at sports just because she's a girl! Playing soccer isn't fun anymore, so Elizabeth quits. But without their best player, the soccer team can't win! Can the team get Elizabeth back?; Title: No Girls Allowed (Sweet Valley Kids)",2,23514,"[23417, 23436, 23512]"
Animals,"Description: Kindergarten-Grade 2All the sheep shearers at Shaggy Gully have sheep dogs with names like Brute, Tiny, and Fang. A new shearer, Shaun, arrives with a sheep-sheep named Pete, who rounds up the animals with polite requests and compliments. Soon the sheep will only respond to Pete, and allow only Shaun to shear them. When the other shearers insist that they must go, Shaun opens a salon in town, styling the sheep's wool in innovative ways. When Brute, Tiny, and Fang desert their owners to have their fur styled, the other shearers finally join the salon and spend their time styling animals of all shapes and sizes. The creators of Diary of a Wombat (Clarion, 2003) have produced a bit of harmless, silly fluff that, while mildly amusing, is hardly likely to inspire rereading. Whatley's watercolor-and-colored-pencil illustrations are clean and crisp and work nicely with the text, but there is simply not much substance here.Grace Oliff, Ann Blanche Smith School, Hillsdale, NJ Copyright Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.PreS-Gr. 1. In this Australian import, three sheep shearers, Ratso, Big Bob, and Bungo, are proud of their sheepdogs, but their coworker, Shaun, has a new idea about the way to herd. Pete, his sheep, very politely does the work, and then Shaun, an excellent shearer, gives them the cut. All the sheep love the duo, which angers Ratso, Big Bob, and Bungo, who give Shaun and Pete the boot. Shaun spends his time shearing Pete, and comes up with a hairstyle so divine, he opens a barbershop, specializing in sharp haircuts for sheep. Before long, the shop is so busy, Ratso, Big Bob, and Bungo join up as barbers. This is one extended joke, but the text is so jaunty and the artwork so amusing, it's hard to mind. Most of the fun in the ink-and-watercolor drawings comes from the expressions on the sheeps' faces--and, of course, their wild and wacky haircuts. Good for story hours. Ilene CooperCopyright American Library Association. All rights reserved; Title: Pete the Sheep-Sheep",1,25210,[23140]
Science Fiction & Fantasy,"Description: Antoine Saint Exupery (29 Haziran 1900 - 31 Temmuz 1944), Fransz pilot, yazar ve sairdir. Ozellikle ""Kucuk Prens"" (Le Petit Prince) isimli eseriyle unlenmistir. Fransa'nin Lyon sehrinde dogdu. Bes kardesin ucuncusuydu. Aristokrat bir aileye mensup olan Exupery dort yasindayken babasini kaybetti. Babasinin ardindan aile hizla yoksullast. Anneleri kulturlu bir kadindi. Ilk ogretmenleri anneleri oldu. Exupery okulda basarili degildi. Odevlerle arasi yoktu, surekli ceza aliyordu. Ucaklarla 12 yasinda tanisti. Evlerinin yanindaki hava alanina gizlice girer ucaklari yakindan seyrederdi. 12 yasindayken bir pilot, onu ucagina aldi ve ucurdu. Kardesi Francois'in olumu onu ve ailesini cok sarsti. Liseyi bitirdikten sonra, pilot olmayi cok istedigi halde annesini kirmamak icin denizcilik okuluna kaydoldu. 19 yasinda ""Ecole des Beaux-Arts""ta mimarlik fakultesine girdi. 21 yasinda orduya cagrildi. Egitimini yarida brakip askere gitti. Askerlik gorevini Fransiz Hava Kuvvetlerinde teknisyen olarak yapti. Strasbourg sehrinde pilotluk egitimi ald. Askerligin ardindan ailesinin istegi uzerine Paris'te bir ofiste kamyon saticisi olarak calismaya basladi. Ticaret yasantisinda basarisiz oldu.; Title: Kucuk Prens: [Orijinal Cizimleriyle] (Turkish Edition)",7,57585,"[7988, 57870, 71150]"
Growing Up & Facts of Life,"Description: PreSchool-Good toilet training books seem as scarce as a clean public restroom in Times Square, and, unfortunately, this book won't alleviate the problem. A parade of needy children is joined by a group of wise mice that guides the youngsters to the bathroom and back. Encouraging phrases will assist reluctant children: ""Don't Panic! Don't Fret! And please don't ignore it! Now is your chance to show how BIG you are!"" Reminders to use toilet paper, flush, and wash hands are included. A final message reassures, ""Don't worry if you don't get it right the first time-you'll get another chance."" The book's benefits are overshadowed by the busy and possibly confusing illustrations. Large, bold type is set word by word into flags, banners, and signs held by the small creatures. When one child arrives in the bathroom, the toilet lid is covered with a well-meaning but unfortunately placed mouse band. While libraries will be able to work around the chart on the inside of the dustjacket and the page of (unattached) stickers that will allow children to record their successes, these features make the book most useful for home libraries.Bina Williams, Bridgeport Public Library, CTCopyright &copy; Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.PreS. This good-natured book, by the author of Don't Let the Pigeons Drive the Bus [BKL S 1 03], uses just the right tack for kids who theoretically understand toilet use, but still have misgivings about it in practice. Potty trainees will delight in reviewing bathroom procedures alongside a cast of worried-looking boys and girls and a pep squad of encouraging mice. Willems again demonstrates a genius for spare but expressive lines and an almost uncanny rapport with the preschool audience. The plainspoken text, which appears in placards raised cheerleader-style by the mice, offers pithy instructions (""Boys can stand. Girls should sit"") and assurances (""It won't take long"") that get right at the heart of kids' concerns. There's no real story, and true to its title, the book deals only with one bodily function. But, never mind; it will still go a long way toward easing the anxiety surrounding this developmental hurdle. Each copy comes with a chart on the flip side of the book jacket and reward stickers for home use, but don't let that stop you from putting it on the library shelf. Jennifer MattsonCopyright &#169; American Library Association. All rights reserved; Title: Time to Pee!",2,34887,"[1359, 2661, 2664, 2665, 2680, 2828, 2959, 3205, 3350, 3692, 3701, 3702, 8526, 14557, 24018, 28390, 32828, 34928, 34950, 34954, 34970, 34976, 46000, 46482, 47609, 47648, 48908, 48962, 48996, 48998, 49001, 49003, 49023, 49042, 49086, 49088, 49091, 49131, 49138, 49193, 49257, 49259, 49267, 49304, 52511, 55832, 55846, 55852, 55869, 55875, 55884, 55896, 55930, 55950, 75638]"
Growing Up & Facts of Life,"Description: This is the newest book in a refreshing and unique series by author Ellen Sabin. Her other books include The Giving Book: Open the Door to a Lifetime of Giving, The Hero Book: Learning Lessons From the People You Admire, The Healing Book: Facing the Death, and Celebrating the Life of Someone You Love, and The Autism Acceptance Book. The Watering Can Press web site offers free parents and teachers' guides to further enhance the value of these important and informative books in classrooms and other group settings.; Title: The Special Needs Acceptance Book: Being a Friend to Someone with Special Needs.",2,43312,"[34042, 43310, 51035]"
Literature & Fiction,"Description: Stacia Deutsch is the author of more than fifty childrens books, including the eight-book, award-winning chapter book series Blast to the Past. She has also written the tween novel Mean Ghouls as well as books for the Nancy Drew and the Clue Crew and The Boxcar Children series. Stacia has been on the New York Times bestseller list for the novelizations of the Cloudy with a Chance of Meatballs and The Smurfs movies. For new releases and school visit information visit StaciaDeutsch.com.; Title: Lincoln's Legacy (Blast to the Past)",0,28372,"[183, 4129, 5340, 6459, 9639, 11397, 15151, 17316, 18101, 18474, 18764, 20799, 22101, 22162, 22498, 22883, 26201, 26324, 26383, 28347, 28370, 28790, 34497, 37446, 47552, 47576, 49459, 51968, 52017, 59911, 63867, 73594]"
Literature & Fiction,"Description: Carol Greene is the author of several nonfiction books for children.; Title: Hi, Clouds (Rookie Readers)",0,20347,"[4714, 15191, 20362, 20545, 20557, 20572, 20633, 20636, 30760, 61930]"
Growing Up & Facts of Life,"Description: K-Gr 2Deciding what to be for Halloween takes a lot of thought and creativity, especially if you're Ladybug Girl and are already known for your awesome superhero costume. When her older brother makes her doubt her decision to trick-or-treat as her red-tutu-clad-superhero self, Lulu begins thinking of other costumes she can put together on short notice. After rejecting a robot, a silent movie star, an octopus, an alien, and, most uniquely, a vampire panda, she is forced to give up her costume-creating to go apple picking with her family. While there, she worries about her options, and it isn't until she goes into full Ladybug Girl mode to help a lost girl in the corn maze that she realizes she already has the perfect costume. Soman's artwork combines the endearing sketchbook illustration style that readers have come to love with the warm hues of autumn, creating the perfect backdrop for this spunky heroine's latest adventure. Fans of Ladybug Girl won't be disappointed with this installment that weaves together favorite fall activities and the familiar message of staying true to yourself.Jenna Boles, Greene County Public Library, Beavercreek, OHPraise forLadybug Girl and the Dress-up Dilemma""Soman's watercolors are right at home with autumn's muted hues ... helping make this thoughtful story another winner for Ladybug Girl.""Publishers WeeklyReaders and their parents will appreciate how Lulu works through her dilemma on her own. Not only is this an entertaining story, but it's also a good conversation starter about being true to oneself.Kirkus Praise for the Ladybug Girl series:New York Times bestsellers for a combined 82 weeksLadybug Girl: Children's BookSense Pick (Top Ten), Borders Original Voices finalistLadybug Girl at the Beach: Society of Illustrators Original Art Show Pick, Amazon Book of the MonthLadybug Girl and the Bug Squad: Read for the Record 2012; Title: Ladybug Girl and the Dress-up Dilemma",2,36443,"[2194, 2314, 2328, 2707, 3188, 3278, 3321, 3336, 4105, 6735, 8745, 9454, 16582, 17105, 18401, 18872, 18889, 18910, 18933, 18966, 19065, 19105, 19109, 19111, 19155, 19192, 19377, 19597, 21706, 22077, 25778, 26171, 29544, 36411, 36424, 36436, 36442, 36456, 36460, 36513, 36517, 36551, 36559, 36579, 36582, 36586, 36589, 36590, 36605, 36629, 37278, 37807, 45344, 45491, 45665, 49189, 51077, 51727, 54480, 56698, 58069, 59750, 74413]"
Growing Up & Facts of Life,"Description: Sensitive, yet straight to the point. Jayneen Sanders has written the perfect book to start critical conversations between parent and child about consent and respect. Dr Justin Coulson PhD www.happyfamilies.com.auJayneen (aka Jay Dale) is an experienced early years educator, author and publisher. She started her teaching career in the 1980s as a primary school teacher in rural Australia. She then moved to Melbourne and taught at a number of inner-city schools. In 1985, Jay had a change of career and became an educational editor and publisher. In the early 90s, Jay and her partner moved to Japan to work as English teachers. They lived and worked in Japan for over three and a half years. In fact, Jay's first daughter was born there. On returning to Australia, Jay began work as an educational author/packager. Since that time, she has authored and produced numerous award-winning titles for the educational publishing industry. Jay is also an accomplished children's book author, writing a number of titles for such literacy series as ZigZags, Totally Kidz, Deadly and Incredible, and a children's picture book series for Penguin. She is currently working with an educational publisher as lead author of a literacy series. Jay has written over 100 titles in that series. Jay is a mother of three daughters and was a school councillor at her local school for over seven years. This time spent in schools both as a teacher and a parent inspired her to ask the question of her community: 'What are we doing in schools to protect our children from unsafe touch?' When she realised very little was actually being done, she decided to use her authoring and publishing skills to write Some Secrets Should Never Be Kept to help parents, carers and teachers to broach the subject of self-protection and to encourage children to speak up. After the encouraging response to Some Secrets Should Never Be Kept, she realised there was a need to further build upon the idea of children not keeping secrets about unsafe touch. Jay participated in Protective Behaviours professional development and attended numerous conferences on the topic to educate herself in how to keep children safe and provide them with prevention education. Jay then went on to develop and publish a comprehensive Body Safety and Respectful Relationship Teacher's Resource Kit as well as writing several more children's books on the topics of Body Safety, consent, respect, body boundaries and gender equality. Jay's ongoing passion for the safety and empowerment of children continues today with new manuscripts and free-to-download Body Safety resources always in the wings.; Title: Let's Talk About Body Boundaries, Consent and Respect: Teach children about body ownership, respect, feelings, choices and recognizing bullying behaviors",2,73174,"[2817, 6238, 6391, 7556, 10516, 19538, 21106, 21411, 21955, 32099, 32461, 32484, 32707, 33863, 34076, 36442, 37757, 41481, 41960, 42632, 42911, 44166, 44297, 44590, 45085, 45116, 45222, 46903, 57523, 61638, 61650, 66919, 66921, 66924, 68071, 68120, 70360, 70514, 70679, 71025, 71891, 72163, 72272, 73067, 73081, 73175, 73178, 73179, 73180, 73181, 73182, 73256, 73257, 73539, 73906, 75157, 75375, 75743]"
Geography & Cultures,"Description: ""illustrations are very colorful, and the story progresses at a steady pace. It's a nice reflection on Amish family life."" -- CBA Marketplace, Winter 2002""teaches a positive message of love, self-esteem, patience, harmony, and modestywell written, fun and flows smoothly from page to page."" -- preschoolentertainment.comBeverly Lewis was born in the heart of Pennsylvania Dutch country. She fondly recalls her growing-up years, and due to a keen interest in her mother's Plain family heritage, many of Beverly's books are set in Lancaster County.A former schoolteacher, Bev is a member of The National League of American Pen Women&amp;#151the Pikes Peak Branch&amp;#151and the Society of Children's Book Writers and Illustrators. Her bestselling books are among the C.S. Lewis Noteworthy List Books, and both The Postcard and Annika's Secret Wish have received Silver Angel Awards. Bev and her husband have three children and make their home in Colorado.; Title: Just Like Mama",11,34335,[18046]
Education & Reference,"Description: ""Cleary and Gable's cool cats tackle the topic of time. 'Time can be measured in seconds, in minutes, in days, or in weeks, months, or years / by watches or calendars, cell phones, computers, or clocks that ticktock with their gears.' Beginning with seconds, Cleary tackles each of these time measurements (as well as hours and decades), describing the things that can be done in each--four rounds of the birthday song might take a minute, for instance, while 'If you rode your bike or you skated an hour, your legs would sure have to be strong!'--and how they compare to the others, i.e., seven days in a week and 60 minutes in an hour. Some of these explanations are better than others, though; the description of the number of days in a month is scant, and only February is mentioned (as having 28 days, 29 every four years). Cleary's rhyming verses sometimes limp along, throwing off both meaning and rhythm to match the rhyme scheme. Gable's cats are as full of personality as ever, and there are humorous situations aplenty in his artwork, though time is quite a tricky concept to try to illustrate. Not as successful as some of their grammar and other math titles, still, this may help teachers put time in perspective."" --Kirkus ReviewsBrian P. Cleary is the author of the Words Are CATegorical(R), Math Is CATegorical(R), Food Is CATegorical(TM), and Animal Groups Are CATegorical(TM) series, as well as several picture books. He lives in Cleveland, Ohio.; Title: A Second, a Minute, a Week With Days in It: A Book About Time (Math Is Categorical)",12,53608,"[1362, 1369, 1495, 4844, 4851, 4863, 4870, 4875, 4879, 4884, 4896, 7191, 7587, 17749, 17996, 18142, 18172, 26908, 31407, 31429, 31592, 31656, 31723, 33997, 37261, 38903, 38908, 38933, 38970, 38977, 39109, 39205, 39470, 45627, 46724, 46752, 46753, 53546, 53571, 53640, 61313, 61334, 61335, 62139, 62150, 62164, 64978, 68405]"
Sports & Outdoors,"Description: The ideal book for young hockey fanatics!sports, hockey, organized sport, outdoors, activity, creativity, exercise; Title: Hockey Morning Noon and Night",21,73298,"[5868, 19251, 34566, 41721, 44591, 45017, 45234, 50299, 50798, 50869, 54324, 55419, 58787, 63088, 63234, 63238, 63324, 65484, 67425, 70384, 70402, 70439, 70457, 70464, 70571, 74968]"
Growing Up & Facts of Life,Description: New FUN Hardcover Book that is ready to read or give as a gift! Great book for any child but geared for 4-8 year olds. Very colorful illustrations and a fun story to read. It will be one of their favorites!! Nice dust jacket! You will want to share this one! You will not be disappointed! EXPEDITED SHIPPING OFFERRED. Satisfaction Guaranteed. Thanks for considering Whispering Pines for your purchase.; Title: Just Josie and the Perfect Day!,2,47087,"[38218, 47088, 57194, 70623]"
"Arts, Music & Photography","Description: Sophia Lowell is a talented and seasoned YA novelist, as well as a ""Gleek."" Each original Glee novel is written to reflect the show's intelligent comedic sensibility and quirky, heartfelt storylines.; Title: Glee: Summer Break: An Original Novel",13,10612,"[10631, 74536]"
Animals,"Description: PreSchool-KA young beaver climbs onto a narrow log and floats away from his family. He ends up lost in a vast city where he is chased by a dog, encounters a fake alligator in a swimming pool, passes through the Beaver Exhibit at the zoo, and swims across a lake. The animal emerges onto a crowded street where he follows a mouse down a long flight of stairs to a bay. He swims across the large expanse of water and reaches home late at night, where his family is waiting. This is basically a wordless story, told frame by frame in pictures. The watercolor and ink illustrations are mostly done in soft browns, beiges, and pastels. Youngsters should enjoy following Beaver's trek as he searches for home, perhaps telling the story in their own words.Donna Atmur, Los Angeles Public Library Copyright Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.In this wordless picture book, the action begins when a beaver jumps on a log in a river and the log is picked up by a crane, stacked on a truck, and driven to a city. On arrival, the beaver explores the streets, escapes both a big dog and then a crocodile in a zoo, hides in a sewer, and then finally returns to the river, where he swims through the night and reaches home. The finely detailed, watercolor-and-pencil pictures are always true to the small creature's viewpoint, whether he is on the highway watching the skyscrapers whiz by or on the city sidewalk among the gray-clad legs of crowds of giants, and young children will easily recognize their own perspective. Drawn by the exciting adventure of leaving home, getting lost, and returning safely, kids will enjoy poring over the busy scenes and pointing out what they notice. Preschool-Grade 2. --Hazel Rochman; Title: Beaver Is Lost",1,13662,"[4930, 7782, 10269, 13723, 15546, 16046, 17622, 17634, 21501, 22296, 23028, 25008, 25129, 25294, 25306, 27034, 32951, 33326, 38454, 45727, 45884, 51153, 52335, 52397, 52473, 52478, 52599, 54143, 54575, 58229, 64949]"
Geography & Cultures,"Description: MidWest Book Review...very well crafted 128 page mystery which entertains and teaches young readers effortlessly, as do the other exciting Carole Marsh mysteries...outstanding series--each one of them a true gem of original, informative and entertaining storytelling.Carole Marsh: Native of Atlanta, Georgia Professional writer and photographer Founder and CEO of Gallopade International, Inc. Founder and Owner of Marsh Media, a public relations anD corporate communications firm Creator of more than 15,000 products, primarily fiction and non-fiction supplementary educational materialsincluding books, interactive CD-ROMs, games, and online adventures Awards Include: 2011 Teachers Choice for the Classroom by Learning Magazine 2007 Greatest Products by iParenting Media 2006 Georgia Author of the Year by Georgia Writers Association 2004 Teachers Choice for the Family by Learning Magazine 2003 Excellence in Education Award from the National School Supply and Equipment Association 2002 Teachers' Choice Award by Learning Magazine 2002 Award of Excellence Recipient from Association Advance America 2000 Fastest Growing Small Press from Publishers Weekly Communicator of the Year in 1979 ; Title: The Mystery at Big Ben (London, England) (1) (Around the World In 80 Mysteries)",11,25417,"[15014, 18588, 18607, 18721, 18964, 19141, 19231, 19258, 19280, 25381, 25386, 25389, 25392, 25416, 25426, 25427, 25434, 25435, 25436, 25439, 25440, 25443, 25457, 25461, 25465, 25480, 25489, 25497, 25501, 25516, 25520, 47128, 47511, 63174, 70350, 71806]"
Animals,"Description: ""The Evans brothers channel the pumped-up drama and intensity of comics likeSpeed Racerin their storys manga-inflected artwork and rapid-fire dialogue and one-liners (Im too young to be a million years old!).The bold artwork, goofy humor, action-packed battles, and kitchen-sink plot make this an enjoyably off-the-wall escapade"".(Publishers Weekly)Nate Evans has illustrated over 35 kids' books, and written a few more. Nate also co-authored several picture books with Laura Numeroff including ""Ponyella,"" and the ""Jellybeans"" book series. ""Ponyella"" and two of the ""Jellybeans"" books appeared on the New York Times Bestseller list. Visit www.nateevans.com. Vince Evans is a comic book artist who has done work for Marvel and others. Visit www.vinceevansart.com.; Title: Tyrannosaurus Ralph",1,52216,"[13575, 16906, 22442, 25659, 29305, 45163, 45771, 52180, 52196, 52217, 52244, 52251, 52253, 52256, 55921]"
Literature & Fiction,"Description: Gertrude Chandler Warner was born in 1890 in Putnam, Connecticut, where she taught school and wrote The Boxcar Children because she had often imagined how delightful it would be to live in a caboose or freight car. Encouraged by its success, she went on to write eighteen more stories about the Alden Children.; Title: El rancho del misterio (Spanish Edition) (The Boxcar Children Mysteries)",0,37977,"[471, 8494, 17175, 19107, 23078, 26950, 26982, 27422, 28523, 37699, 37961, 45934, 51406, 52198, 52223, 64608, 73685]"
