category,text,label,node_id,neighbour
Growing Up & Facts of Life,"Description: With great affection and an appealing nostalgia, Hurst (Through the Lock, reviewed below) recounts the story of her father, an avid rock collector from the time he was a boy. When people commented that ""he had rocks in his pockets and rocks in his head,"" he would answer with an agreeable ""Maybe I have,"" then reach into his pocket and eagerly add, ""Take a look at this one."" This response, conveying both the hero's humility and passion, becomes a recurring refrain. Stevenson conveys the fellow's easygoing manner with elegant pen-and-ink wash illustrations. Together, author and artist chart the boy's growth into manhood and touch on the world events that shape him. As a young man, he opens a filling station, where he displays his labeled rocks and minerals and learns how to repair the then-new Model T. After the Depression shuts down his business, he moves his cherished collection into the attic of his home, finding odd jobs wherever he can. The story's conclusion will prove as satisfying to readers as it was to Hurst's father: the director of the local museum offers him a dream job the position of curator of mineralogy. Dominated by earth tones, Stevenson's artwork convincingly evokes both the personality of this endearing protagonist and the period in which he lived. An emphatic endorsement for youngsters to follow their passions. Ages 5-up.Copyright 2001 Cahners Business Information, Inc.PreSchool-Grade 3-Hurst tells the story of her father's passion for rock collecting in this gently humorous picture book. ""People said he had rocks in his pockets and rocks in his head. He didn't mind. It was usually true."" As a boy, he collected rocks. When he grew up, his carefully labeled rock collection occupied a place of honor on the back wall of his filling station. However, once the Depression hit and the filling station closed, he had to look for work. When there was none to be found, he would go to the science museum, where he eventually attracted the attention of the director. A stint as the nighttime janitor, combined with his unquenchable love for rocks, eventually led to his being named Curator of Mineralogy, despite his lack of a college degree. The narrative has the polish of a family story often told, and the author paints a touching picture of a man who quietly pursues his passion, no matter what others think. Stevenson's watercolor-and-ink illustrations, with their trademark sketchy style, capture the mild-mannered hero perfectly. Rendered in a palette of soft sepia tones, these warm pictures call to mind an earlier era. Pair this book with Lynne Barasch's Radio Rescue (Farrar, 2000), a similar biographical tale set in days gone by.Kathleen Kelly MacMillan, Carroll County Public Library, Eldersburg, MD Copyright 2001 Reed Business Information, Inc.; Title: Rocks in His Head (Avenues)",2,1173,"[546, 5366, 6814, 7640, 9563, 12417, 13925, 15364, 15393, 16202, 18983, 24132, 24247, 26919, 31374, 35464, 38695, 39192, 41021, 46641, 46756, 49538, 49647, 49881, 50308, 50492, 52339, 53445, 53621, 58111, 63722, 64217]"
Literature & Fiction,"Description: Bill Myers (www.Billmyers.com) is a bestselling author and award-winning writer/director whose work has won sixty national and international awards. His books and videos have sold eight million copies and include The Seeing, Eli, The Voice, My Life as, Forbidden Doors, and McGee and Me.; Title: My Life As a Tarantula Toe Tickler (The Incredible Worlds of Wally McDoogle #22)",0,40604,"[40588, 40589, 40590, 40592, 40593, 40594, 40595, 40596, 40597, 40598, 40599, 40600, 40609, 40610, 40611, 40617, 46030, 46033, 46048]"
"Activities, Crafts & Games","Description: ""This interactive book will challenge the minds of young readers and everything they thought they knew about colors."" Tampa Bay Times""Discover the weird world of color in this incredible interactive book of optical illusions, visual tricks, and fun facts. Look inside for a dizzying array of flaps, tabs, and spinning disks, a special decoder that helps you solve puzzles, and 3-D pictures that leap off the page."" San Diego Family MagazineDK was founded in London in 1974 and is now the world's leading illustrated reference publisher and part of Penguin Random House, formed on July 1, 2013. DK publishes highly visual, photographic nonfiction for adults and children. DK produces content for consumers in over 87 countries and in 62 languages, with offices in Delhi, London, Melbourne, Munich, New York, and Toronto. DK's aim is to inform, enrich, and entertain readers of all ages, and everything DK publishes, whether print or digital, embodies the unique DK design approach. DK brings unrivalled clarity to a wide range of topics with a unique combination of words and pictures, put together to spectacular effect. We have a reputation for innovation in design for both print and digital products. Our adult range spans travel, including the award-winning DK Eyewitness Travel Guides, history, science, nature, sport, gardening, cookery, and parenting. DKs extensive childrens list showcases a fantastic store of information for children, toddlers, and babies. DK covers everything from animals and the human body, to homework help and craft activities, together with an impressive list of licensing titles, including the bestselling LEGO books. DK acts as the parent company for Alpha Books, publisher of the Idiot's Guides series and Prima Games, video gaming publishers.; Title: Color Illusions: Visual Tricks, Fantastic Facts, and Impossible Puzzles",6,53134,"[22654, 22883, 31073, 31213, 32336, 34021, 42087, 49659, 49691, 49790, 49800, 49836, 49843, 51132, 53056, 53210, 53259, 53335, 53438, 59403, 62214, 69136, 69349, 70467, 70790, 74395]"
Mysteries & Detectives,"Description: ROY MACGREGOR&#160;is the author of many hockey literature classics such as Home Team: Fathers, Sons and Hockey, Home Game, The 7 A.M Practice and the Screech Owls series. He was named a media inductee to the Hockey Hall of Fame in 2013, when he was given the Elmer Ferguson Award for excellence in hockey journalism. He has been involved in hockey all his life, from playing all-star hockey in Huntsville, Ontario, against the likes of Bobby Orr from nearby Parry Sound, to coaching, and he still plays hockey in Ottawa where he lives with his wife Ellen. They have four grown children. Roy was inspired to write The Highest Number in the World when his now grown-up daughter starting playing hockey as a young girl. His lucky number is 13.Genevi&egrave;ve Despr&eacute;s completed a degree in Industrial Design at the Universit&eacute; de Montr&eacute;al, but decided instead to pursue her first passion: drawing. She turned to illustration, and worked in the fields of educational publishing, advertising, editorial, and children's literature. She then spent a few years in Europe, where she looked for inspiration and explored different techniques. Since her return to Quebec she has illustrated many books for children, including Le petit chevalier qui n'aimait pas la pluie and La gr&egrave;ve du bain. As a young girl, Genevi&egrave;ve was very athletic and always picked first for school yard games--even before the boys! She still plays sports whenever she gets the chance, including Ultimate Frisbee, and competes in triathlons. She didn't get to play hockey because girls weren't offered the opportunity, but she cheers for all three of her boys (including her husband) who play. Genevi&egrave;ve lives in Saint-Lambert on the south shore of Montreal with her family.; Title: The Mystery of the Russian Ransom (Screech Owls)",9,70371,"[34553, 34557, 34558, 34559, 34560, 34561, 34562, 65484, 70366, 70367, 70380, 70401, 70416]"
Growing Up & Facts of Life,"Description: Christopher Paul Curtis made an outstanding debut in children's literature with The Watsons Go to Birmingham--1963, a Newbery Honor Book and Coretta Scott King Honor Book. His second novel, Bud, Not Buddy, is the first book ever to receive both the Newbery Medal and the Coretta Scott King Author Award. He lives in Canada with his family. The author lives in Ontario, Canada.Every Saturday morning 11-year-old Steven helps his blind neighbor, Mr. Chickee, do his shopping. Before leaving for vacation Mr. Chickee gives Steven a bill that contains 15 zeroes. Is it REAL? Steven, his buddy Russell, and huge dog Zoopy try to figure out the money with Agent Fondoo from the U.S. Treasury Department. Narrator Joe Holt skillfully captures American and Jamaican accents, shares such memorable lines as--""This candy is so good it's worth the tooth decay!""--and vocally illustrates the unmistakable differences of a very large dog and a very small dog. A additional benefit is Steven's use of Grandpa's dictionary, through which he and listeners learn new words. S.G.B. AudioFile 2006, Portland, Maine-- Copyright AudioFile, Portland, Maine; Title: Mr. Chickee's Funny Money",2,8363,"[5214, 6388, 8354, 16214, 21527, 21778, 24320, 31427, 45731, 48508, 55053, 69521]"
"Science, Nature & How It Works","Description: Matt Doeden was born in southern Minnesota and lived parts of his childhood in Golden Valley, Minnesota, and Madison, Minnesota. He studied journalism at Mankato State University, where he worked at the college newspaper for three years. In his senior year, he served as the paper's Sports Editor, which put him in charge of the entire sports section, the sports writers, and the photographers. He covered mostly college sports, but also the Minnesota Vikings, who held training camp at MSU. His work allowed him to meet and interview people like Dennis Green, Cris Carter, Robert Smith, and more. Matt went on to work as a sports writer for the Mankato paper, and then he got a job as an editor with a small children's publisher called Capstone Press, and in 2003 he decided to start his own business as a freelance writer and editor. Since then Matt has written and edited hundreds of books. Lots of them are on high-interest topics like cars, sports, and airplanes. He also writes and edits on geography, science, and even math.; Title: Finding Out About Geothermal Energy (Searchlight Books) (Searchlight Books What Are Energy Sources?)",15,53628,[53674]
Animals,"Description: The Epic Space Adventure series presents space science in a way that's easy to understand and fun! Created by, Andrew Rader, a real mars explorer...well soon to be! Andrew is an aerospace engineer with a PhD in human spaceflight from MIT. He's also a Game Designer, Author, YouTuber, and winner of Discovery Channel's #1 series Canada's Greatest-Know-it-All. Andrew currently works for SpaceX in Los Angles, CA.; Title: MC Longneck's Epic Space Adventure",1,75063,[48682]
Growing Up & Facts of Life,"Description: In this latest installment in the long-running series, Elmer the patchwork elephant finds a whole lot of birds cowering in a cave. Theyre hiding from a large, frightening new bird. Elmer tries the traditional strategies of dealing with this bully, like being nice and ignoring the taunts. Finally, though, Elmer is forced to use ingenuity: he organizes his jungle friends into a stampede that precedes the hundreds of threatened birds, who have made a formation that looks like one really, really big bird. The rounded shapes give even the scary moments a comforting feel in this solid look at friendship and cooperation. Preschool-Grade 2. --Connie FletcherDavid McKee's first book was published in 1964, and he is one of the leading contemporary children's book creators. His books are published in numerous languages throughout the world, and many of them have been adapted for television. He is best known as the creator of everyone's favourite patchwork elephant, Elmer! He now divides his time between London and the South of France.; Title: Elmer and the Big Bird (Elmer Books)",2,53523,"[31494, 31495, 31594, 31626, 31642, 31670, 53585, 53607, 53627, 53639, 53739, 53792, 57627]"
Growing Up & Facts of Life,"Description: Gr 14Delacre uses a creative AZ format to write a description in verse of a cloud forest, or a moist ecosystem found in tropical areas, in the Andes. The author mentions different animals or plants located here; each page features foliage or creatures related to a different letter of the alphabet. The text is lyrical, and the mixed-media illustrations are vibrant and striking. This book would make a wonderful resource for students who are learning about forest environments or different animal species. Further information about the cloud forest, with an animal and foliage glossary, is appended. VERDICT A great addition to school and public libraries.Melissa Martinez, Pantoja Charter School, PA; Title: Olinguito, de la A a la Z! / Olinguito, from a to Z!: Descubriendo el bosque nublado / Unveiling the Cloud Forest (English and Spanish Edition)",2,41995,"[2997, 3864, 4048, 10269, 10924, 12820, 15049, 16264, 16344, 16407, 21372, 21498, 21659, 22319, 22672, 23334, 27006, 28306, 33363, 33490, 33776, 33981, 42011, 42013, 42014, 43719, 44114, 44115, 44119, 44479, 44771, 45374, 52599, 52649, 54564, 55053, 55106, 55244, 55869, 55884, 56918, 59824, 60187, 62455, 62674, 64285, 65044, 65781, 65785, 74563, 74738, 75462, 75465, 75466]"
Education & Reference,"Description: Gr 35Adapted from a video series by the Canadian Civil Liberties Education Trust, this title takes children through a series of episodes about unfair laws in order to teach them about democracy and rights. In an unnamed city, the bumbling Mayor Moe and his councillors, a multicolored group of anthropomorphized creatures, make unfair laws, each of which brings unforeseen consequences. Topics range from freedom of assembly to employment discrimination. The sole voice of reason is Councillor Bug, who consistently squeaks, ""That's not fair!"" At the end of each section, there is a summary and questions to get readers thinking. While this selection is very Western-centric, there is no mention of the Bill of Rights, which to an audience in the United States may be confusing and limit understanding of how these legal rights are guaranteed. Mayor Moe is also referred to as ""Your Worship,"" another specifically Canadian reference. With no index or bibliography, the book reads more like a discussion starter than an informational text. The digitally rendered characters are cartoony and exaggerated, but the complicated language, with no glossary or definitions, makes it difficult to determine the appropriate audience. VERDICT Purchase as a supplement and discussion aide for curricula about rights and freedoms, but pair with another volume with more specific material about the Bill of Rights.Clara Hendricks, Cambridge Public Library, MAA solid civics and civil-liberties primer.Kirkus ReviewsThis could be a great resource for government studies or even for classroom or household management.Resource LinksThe complexities to civil freedoms are daunting, but with age-appropriate characters and kid-friendly situations, this makes the ambiguity of the law an exciting and accessible topic.BooklistPurchase as a supplement and discussion aide for curricula about rights and freedoms.School Library Journal; Title: That's Not Fair!: Getting to Know Your Rights and Freedoms (CitizenKid)",12,70534,"[6014, 11403, 14683, 15600, 16740, 17700, 19331, 20727, 25529, 26777, 28025, 31862, 32304, 33719, 34164, 43904, 46563, 46624, 51247, 52404, 52649, 57272, 58229, 58269, 59483, 59641, 59667, 59677, 59707, 59713, 59722, 59734, 63197, 68353, 70533, 70539, 70557, 70560, 70577, 71768, 72780, 74405, 76209]"
Early Learning,"Description: Genny Haines is an illustrator from with over 12 years of experience in children's books, greeting cards, and games. She studied graphic design in South Africa and worked in advertising in Switzerland before moving to children's publishing. She now lives in Surrey, England, with her family.; Title: Five Little Ducks: A move-along counting book",16,56966,"[4089, 36756, 54674]"
Growing Up & Facts of Life,"Description: Gr 1-3-Boris is an energetic character who longs for adventure, just like those his parents had before they turned their old bus into a house. One day they take him on an adventure of his own. Disappointed at first that it's only to another part of their town, he soon realizes that adventures can happen anywhere-even in his own backyard. This is a fun easy reader book with great full-color cartoons, brief text in large print, and likable characters. A bonus page gives instructions for making a compass, leading to a great interactive experience. Stranger Things has a bit more text and fewer illustrations. Ed feels that he does not have any interesting traits or talents; he is simply an extremely normal boy. However, he has no idea just what is in store for him when he finds a coin that says ""strange, stranger."" Soon everything is erupting into chaos, from his sister's food train turning into an actual moving train at the dinner table to a friend being able to turn his head completely around. Are these strange happenings trying to send Ed a message? This is a silly book that will pull kids in with the goofy plot and the fun black-and-white illustrations. The truly strange thing about this book is that it references Albert Camus's The Stranger, an odd choice for this audience. These books should be considered for larger libraries wanting to enhance their easy-reader collections.-Elizabeth Swistock, Orange County Public Library, VA(c) Copyright 2013. Library Journals LLC, a wholly owned subsidiary of Media Source, Inc. No redistribution permitted.; Title: Stranger Things: A Branches Book (Looniverse #1)",2,22456,"[18993, 18995, 19081, 22340, 22350, 22353, 22363, 22380, 22407, 22422, 22425, 22449, 22454, 22506, 22513, 22515, 22527, 22602, 22609, 22747, 22832, 22885, 45911, 45937, 45950, 52016, 54936, 59109]"
Growing Up & Facts of Life,"Description: Mary Downing Hahn, a former childrens librarian, is the award-winning author of many popular ghost stories. An avid reader, traveler, and all-around arts lover, Ms. Hahn lives in Columbia, Maryland.Visit her online at www.marydowninghahnbooks.com.; Title: The Dead Man in Indian Creek",2,23034,"[1763, 6123, 6501, 10100, 13340, 13821, 14193, 14202, 14206, 14233, 16676, 20344, 21341, 21441, 21749, 21751, 22881, 23035, 23125, 24873, 25014, 25295, 33852, 45405, 50947, 52653, 76770]"
Geography & Cultures,"Description: Tennant Redbank, aka Jennifer Arena, is a Random House children's editor and the author of many beginning reader titles.; Title: SECRET SEA MONSTER",11,45442,"[8704, 12850, 14486, 14561, 14618, 14622, 16666, 16687, 16743, 23736, 23757, 23904, 23968, 29620, 29716, 45273, 45407, 45423, 45974, 47486, 48106, 71755]"
Animals,"Description: There's no denying that kids love Clifford. The Big Red Dog has been a favorite since Norman Bridwell created him over 40 years ago. ""I was working as a commercial artist in New York City. There wasn't much work, so I made some sample pictures and took them to several publishers. They all rejected my work. But one editor suggested that I try writing a book of my own to illustrate. I had done a painting of a little girl with a big red dog. That seemed like a funny idea, so I made up a story about them. I increased the dog's size from as big as a horse to as big as a house. My wife named the dog Clifford, and we named the little girl Emily Elizabeth after our daughter. In three days I had written the story and drawn the pictures for Clifford The Big Red Dog. When Scholastic called and said they wanted the book, I was stunned."" Bridwell, who grew up in Kokomo, Indiana, lives now on Martha's Vineyard, Massachusetts, with his wife, Norma. For more information about Norman Bridwell, visit: scholastic.com/tradebooks; Title: Clifford's Sports Day",1,24492,"[7380, 14544, 15357, 16945, 24158, 26771]"
Literature & Fiction,"Description: ""Readers will come away understanding not only the facts of the battle but the underlying debates over states' rights and slavery. A fine introduction to a battle that turned the tide of the war."" - Kirkus ReviewsLaurie Calkhoven (www.lauriecalkhoven.com) lives in New York City.; Title: Boys of Wartime: Will at the Battle of Gettysburg",0,6525,"[6491, 8483, 9417, 13821, 15151, 16608, 19160, 19266, 22370, 22883, 24320, 26503, 36504, 44911, 44912, 45976, 48684, 49691, 55290, 74934]"
"Science, Nature & How It Works","Description: Scott takes the 2006 downgrading of Pluto from planet to dwarf planet as a teachable moment for discussing questions such as how the number of planets has changed through the centuries, what can be called a planet, and how scientists come to conclusionsand occasionally change their minds. Following a section on early astronomy, a succinct, timely, and somewhat surprising account of planetary history begins with Herschel's 1781 discovery of the seventh planet, Uranus. Twenty years later, Piazzi found Ceres, which was considered the eighth planet. In 1846, Galle discovered Neptune, bringing the total to nine. When objects similar to Ceres were found in the same orbit, all (including Ceres) were placed in a new category: asteroids. In other words, even before the discovery of Pluto, there were once nine planets, but one of them was demoted. Beautifully designed, the book includes many well-captioned, color illustrations, from period portraits to NASA images to artist's conceptions. A glossary and lists of recommended books and Web sites are appended. A good choice for updating astronomy collections. Phelan, Carolyn; Title: When Is a Planet Not a Planet?: The Story of Pluto",15,25349,"[5950, 17455, 32363, 32574, 49538, 49603, 72497]"
"Science, Nature & How It Works",Description: Elaine Landau is the author of several nonfiction books for children.; Title: The Sense of Touch (A True Book),15,21247,"[38614, 38615, 46644]"
"Arts, Music & Photography","Description: Kindergarten-Grade 3Jazz! It's all about the rhythm and the sounds, musicians in conversation answering each other with notes and riffs instead of words. But what happens when one member of the band can't hear the notes anymore? Through this rhythmic story, readers meet Lee, who loses his hearing and is asked to leave his band. Luckily, he discovers a whole new world of music that exists in the mind and heart at a local school for the deaf. Christie's snazzy style matches perfectly with the book's vivacity. The expressive faces and bold use of color make the story sing. This is a great read-aloud that begs for enthusiastic performance and audience participation. Both uplifting and inclusive, it is a celebration of music and resilience.Genevieve Gallagher, Murray Elementary School, Charlottesville, VA Copyright Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.Pete Seeger was always a storyteller and put together many songs, including Where Have All the Flowers Gone, Turn, Turn, Turn, and, with Lee Hays, If I Had a Hammer. He is also the author of the classic picture book Abiyoyo. Paul DuBois Jacobs has previously collaborated with Pete Seeger on Abiyoyo Returns and Some Friends to Feed, both illustrated by Michael Hays. Paul lives in New York with his wife, Jennifer Swender, and together they wrote the picture book My Subway Ride. R. Gregory Christie is the three-time Coretta Scott King Honor-winning illustrator of Brothers in Hope, Only Passing Through, and The Palm of My Heart. Among his other acclaimed picture books are Richard Wright and the Library Card by William Miller and Hot City by Barbara Joosse. Visit him at www.gas-art.com.; Title: The Deaf Musicians",13,16443,"[4530, 6680, 12085, 12224, 13894, 14427, 16132, 19464, 19538, 21955, 22882, 23334, 25782, 26219, 27009, 28628, 32056, 33863, 34042, 34146, 36639, 36885, 37417, 37471, 37967, 39067, 41778, 42381, 42665, 43455, 43891, 44259, 48601, 48887, 51730, 56510, 58229, 58514, 60346, 60539, 62077, 62655, 64123, 65776, 67236, 71553, 72624, 72629, 72632, 72811, 74405, 75090, 75206]"
Animals,"Description: Using simple digital illustrations similar to those in the app, this book is a natural for young children.BooklistBased on a popular app, this board book allows little ones to open and close barn doors to greet familiar farm animals. ... Many a toddler will appreciate this title's simple and reassuringly predictable content.Kirkus Reviews Online; Title: Peekaboo Barn",1,33610,"[8701, 27779, 33589, 69470]"
Holidays & Celebrations,"Description: Karen Williamson worked as a London primary school teacher and publisher's editor before launching a successful career as a full-time writer. With three children of her own, she specializes in Bible stories for young readers.; Title: First Christmas Pop-up",14,72083,[69437]
Religions,"Description: Born in the United States, Tami Lehman-Wilzig now lives in Israel. She has a Bachelor's Degree in English Literature and an M.A. in Communications from Boston University. She is one of Israel's leading English language copywriters. Her children's books include Tasty Bible Stories, Keeping the Promise, Passover Around the World, Hanukkah Around the World and Zvuvi's Israel. She lives in Kfar Saba, Israel.; Title: Keeping the Promise: A Torah's Journey (General Jewish Interest)",20,62094,"[14971, 53525, 53782, 62464]"
Geography & Cultures,"Description: ""This book will do well in the circulating collection."" BooklistDK was founded in London in 1974 and is now the world's leading illustrated reference publisher and part of Penguin Random House, formed on July 1, 2013. DK publishes highly visual, photographic nonfiction for adults and children. DK produces content for consumers in over 87 countries and in 62 languages, with offices in Delhi, London, Melbourne, Munich, New York, and Toronto. DK's aim is to inform, enrich, and entertain readers of all ages, and everything DK publishes, whether print or digital, embodies the unique DK design approach. DK brings unrivalled clarity to a wide range of topics with a unique combination of words and pictures, put together to spectacular effect. We have a reputation for innovation in design for both print and digital products. Our adult range spans travel, including the award-winning DK Eyewitness Travel Guides, history, science, nature, sport, gardening, cookery, and parenting. DKs extensive childrens list showcases a fantastic store of information for children, toddlers, and babies. DK covers everything from animals and the human body, to homework help and craft activities, together with an impressive list of licensing titles, including the bestselling LEGO books. DK acts as the parent company for Alpha Books, publisher of the Idiot's Guides series and Prima Games, video gaming publishers, as well as the award-winning travel publisher, Rough Guides.; Title: Tractor (Shaped Board Books)",11,31020,"[5838, 9793, 9798, 9958, 11908, 11917, 11921, 11930, 11959, 11982, 12002, 12062, 15136, 22573, 30943, 31006, 33894, 35189, 35328, 50454, 53174, 59528, 60797, 64047, 69940, 74624, 74626, 74628]"
Animals,"Description: PreSchool-KThe snow comes down all through the night, creating perfect sledding conditions for the next day. Two pups get bundled up and head outside with their dad, pile onto a sled, and head down the hill. They hit a bump and go soaring into the air, and three spreads show them blissfully sailing alongside the birds. When they are struck with the realization that they can't really fly, they crash to earth, right before the requisite, ""Again! Again!"" Harper's watercolor illustrations are simple, yet effective. Readers get a good sense of the cold, crisp snow and billowing clouds, and the characters' faces are expressive. Children will enjoy this reminder of how much fun winter can be.Ieva Bates, Ann Arbor District Library, MI ENDAfter a night of falling snow, two children (well, OK, dogs dressed in pajamas) look out on a day thats perfect for sledding. Once dressed for the cold, they climb an enormous hill with their father. All three pile onto the sled and speed downward. Hitting a bump, they take off, flying though the air for a few pages, seemingly soaring above the clouds until, suddenly, gravity kicks in and SPLOOMPH! they land, their fall cushioned by the snow at the bottom of the hill. In the paintings, snowy landscapes and cloudy skies create lovely backdrops, while the expressive, cartoonlike characters bring energy and good-natured fun to the artwork. Short and simple, the text on each double-page spread varies from a dozen words to none at all. Even toddlers will soon chime in on whats sure to be their favorite line, Uh-oh, not to mention echoing the little dogs cry after their snowy landing, Again! Again! Preschool-Kindergarten. --Carolyn Phelan; Title: Snow! Snow! Snow!",1,48201,"[1467, 1945, 3773, 4788, 5385, 7392, 9597, 9607, 12898, 15062, 22133, 24132, 25179, 27490, 31961, 54156, 64957]"
Literature & Fiction,"Description: sweeping, romantic history of the men and women who made Lila Fowler who she is today!Beautiful sixteen-year-old Lili de Beautemps is rescued from guillotine during the French Revolution by a dashing young man--but he disappears before she can even thank him. Will Lili ever see him again?While working as a maid in the Marquis de Bocage's chateau, Celeste Chardin unexpectedly wins the love of the Marquis's son, Marc. Will Marc give up his family riches to be with her?Wild and reckless Rose de Bocage grew up with Pierre Oiseleur in the turbulent 1890s. But when Pierre declares his everlasting love for Rose, she tells him she'll never settle down. Will she regret that decision forever?Isabelle Eastman thought her true love, Jacques Oiseleur, had been killed in World War I. But he miraculously survived. JLili put her foot on the first step leading up tothe platform. ""Look at her, in silk,""someone spat. Someone else said, ""Soon thatsilk will be drenched with blood.""She froze, unable to move. Rough arms grabbed heraround the waist and hurled her up onto theplatform. She fell to her hands and knees and the mobcrowed with jeering laughter. All at once Lili'sheart burned white hot with anger. Recovering herdignity, she rose to her feet, holding her chinhigh. She would not cower. They might murder heras they had her father and brothers, but theywould never crush her spirit. No matter what thesepeople say, Lili thought, no matter what theybelieve me to be guilty of, I know they are wrong andI am innocent. As Lili walked slowly across theplatform toward the guillotine, the laughter diedaway and the crowd fell silent. One of the men whohad been restraining her now pulled her handsbehind her back and looped a rope loosely around herwrists. Mercifully the three corpses had beenremoved, but Lili felt a wave of nausea and terroras she stared at the bloodstained blade. Theexecutioner, his face masked by a piece of blackcloth, motioned Lili to kneel before the wooden block.She paused for a moment, her lips moving inprayer. Suddenly her fear drained away and a strangecalm filled her soul. My last moment on this greenearth, she thought with unbearable sadness. Mylast breath of air.""But she is just agirl,"" a voice called out. The rest of thecrowd grumbled impatiently. ""She is one ofthem,"" someone else snarled. ""Toyour knees, woman. Do not think we will pity andpardon you!""Lili summoned all hercourage. The executioner grasped her arm and beganto force her to kneel at the block. Then a newsound permeated Lili's consciousness, thunderingabove the voices of the mob. The pounding ofhooves.She looked up just as a horseman burst from theforest, riding at full gallop straight towardher. People dove out of the way, screaming. Therider, his features hidden by a hood, did not rein inuntil he was abreast of the platform. Then hejumped from the horse's back. Before anyone couldstop him, he'd scooped Lili up in his arms andleaped back onto his horse, flinging her like a ragdoll across the saddle in front of him.""Go,"" he roared, kicking his horse hard inthe ribs. Whinnying frantically, the horse lungedforward, breaking free of the hands that sought torestrain it. Galloping hard, they reached theedge of the field within seconds and disappearedinto the black woods.; Title: Fowlers of Sweet Valley (Sweet Valley High)",0,24038,"[23432, 23448, 23478, 23480, 23498]"
Literature & Fiction,"Description: JULIA DONALDSON, the 2011-13 UK Children's Laureate, is the prize-winning author of the world's most-loved picture books, fromThe GruffalotoWhat the Ladybird Heard. In addition, Julia also writes fiction as well as poems, plays and songs-and her brilliant live children's shows are always in demand.CLARE MELINSKY's beautiful lino-cuts follow the style of traditional woodcuts. Over the last twenty years her illustrations have been used in books, magazines and newspapers, and include the Harry Potter covers for Bloomsbury. She lives in Scotland.; Title: The Gruffalo Jigsaw Book",0,46954,"[6062, 6071, 6098, 6735, 19437]"
"Activities, Crafts & Games","Description: Baby Professor showcases a collection of subjects that would be educational for kids to help them learn how to do something themselves or shows how something is done or how it came about. Children love to learn through attractive visuals and Baby Prof. is the perfect starting point to get your child the head start he or she needs for the future. Our Motto - ""Learning is Fun, so let's Make it Fun to Learn"".; Title: First Grade Puzzles: Word Games, Puzzles and Phonics Fun",6,69960,"[62214, 68671, 69250, 70790]"
Growing Up & Facts of Life,"Description: Gr 47Bullied by his older brother at home, seventh-grader Kevin in turn bullies his classmates at school. He's even found a clever way to do his bullying: transforming pages torn from library books to create humorous but cruel found poems. When another student (a previous victim of Kevin's bullying) finds Kevin's journal and learns that he is the creator of the poems, the tables are turned. Kevin must find a way to make peace with his victim-turned-aggressor. He finds an unlikely ally in the school librarian when he is assigned a detention shelving books. This slim verse novel is a quick read with a strong anti-bullying message, though readers who struggle with similar issues may find the solution a bit pat. The setting, topic, and format make this book ideal for classroom use during a poetry unit.Misti Tidman, Licking County Library, Newark, OH""Bullies, those bullied, and bystanders alike will be left with much to ponder.""--Publishers Weekly""A strong anti-bullying message. ideal for classroom use.""-School Library Journal""A delightful story with just the right amount of boy language, wonderful free verse poetry, and underlying messages.""--Library Media Connection, starred review""This transformative tale offers important lessons for all persuasions of middle graders, whether bullies or targets, complicit or horrified bystanders.""--Kirkus Reviews""The book closes with a smile and a very important middle school reminder: Be Kind. ""--Reading Today""Poetry-writing seventh-grade bully both is believable and sympathetic, and his voice rings totally authentic.""-Booklist""In the richly imaginative Rhyme Schemer (which I laughed through on a 90 minute plane ride) K.A. Holt's sparkling poetry is akin to Cliff Huxtable's loonylook--eccentric, entertaining, essential. From the first Flaming Turtle to the last Shrieking Tornado, all I could think was, just like Kevin (her 7th Grade poet narrator), verse novels will never be the same. . ""--Kwame Alexander, author of The Crossover; Title: Rhyme Schemer",2,52458,"[1427, 4129, 4266, 6829, 6905, 11041, 11923, 12341, 16627, 21391, 21637, 21778, 21815, 22621, 29298, 44448, 52653, 52766, 55013, 55053, 55120, 64117, 68679]"
Action & Adventure,"Description: Building a box fort has never been so much fun! Once they get started, it's non-stop action and adventure! Just wait for the suprises!; Title: The Big Box Fort (Freddie Fernortner Fearless First Grader)",10,72744,"[72735, 72736, 72738, 72740, 72743]"
Education & Reference,"Description: Houghton Mifflin English; Title: Houghton Mifflin English, Level 3, Student Edition",12,25233,"[461, 7922, 7928, 7944, 23033, 23042, 23051, 23052, 23179, 23205, 23227, 23326, 24878, 24899, 24922, 24926, 25184, 25245, 25327, 30120, 65673]"
"Activities, Crafts & Games",Description: Teora is a children's books publisher.; Title: Picture SUDOKU 2,6,64678,"[9579, 9586, 9957, 20086, 20171, 21438, 28507, 31285, 31321, 35748, 40245, 40271, 42076, 42083, 48936, 49900, 54418, 58021, 62214, 64477, 64644, 64648, 64649, 64652, 64654, 64656, 64659, 64660, 64662, 64664, 64665, 64673, 64674, 64676, 64681, 64684, 64685, 65903, 65936, 65947, 67748, 67750, 67759, 67769, 68597, 70790, 74393, 76082, 76085, 76091]"
Growing Up & Facts of Life,"Description: Collage artist Elisa Kleven (www.elisakleven.com) is the illustrator of numerous picture books, including Abuela and Sun Bread, a New York Times Best Illustrated Children's Book. She lives in Berkeley, California.; Title: The Friendship Wish",2,20775,"[5524, 5604, 5943, 11972, 12393, 20839, 20952, 20976, 36478, 38230, 62697, 62703, 65387, 74859]"
